EIN,Name
260903345,SPRINGFIELD DOMESTIC VIOLENCECENTER
261145316,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2006 CLASS OF
261224102,GIRLS WITH A CAUSE INCORPORATED
261301703,SUSAN B ANTHONY BIRTHPLACE MUSEUM INC
261374016,TEWKSBURY HIGH GIRLS BASKETBALL BOOSTER CLUB
261432831,NORTHBOROUGH SOUTHBOROUGH GIRLS LACROSSE INC
261443101,FACE AFRICA
261626249,GIRL TALK THEATRE INC
261654979,LADY RAIDERS
261768189,CAPE COD GIRLS SOFTBALL LEAGUE
261905452,THE MARANYUNDO INITIATIVE INC
262008030,RAZIAS RAY OF HOPE FOUNDATION
262111452,SACRED THREADS A CENTER FOR SPIRITUALITY AND HEALING SACRED THREADS CENTER
262267147,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2008 CLASS OF
262546195,GREATER WESTBOROUGH FOUNDATION FOR WOMEN AND CHILDREN INC
262601882,MASSACHUSETTS PROTECTIVE MOTHERS FOR CUSTODIAL JUSTICE
262745008,MOTHER BROOK COMMUNITY GROUP
262765471,EDUCATED LADIES EMPOWERED TO CHANGE
262777362,METROWEST WOMENAID
263064664,BECAUSE OF JESUS MINSTRIES WOMEN OF THE WORD
263100887,ANNIKA FOUNDATION
263108444,CREW BOSTON EDUCATIONAL FOUNDATION INC
263168663,DRESS FOR SUCCESS WORCESTER INC
263185181,WOMEN OF PURPOSE INTL
263252687,GIRLS ANGLE INC
263322857,HEAPS OF HOPE
263327795,WOMENS ACTION INITIATIVE
263342263,WOMENADE BOSTON INC
263544775,CONSONE ACADEMY INC
263640972,MALEK GIRLS INTERNATIONAL INC
263682581,INFLAMMATORY BREAST CANCER NEW ENGLAND REGION INC
263695198,WEST END HOUSE GIRLS CAMP INC
263702641,FRAMINGHAM ECLIPSE GIRLS SOFTBALL INC ECLIPSE FASTPITCH
263738750,RUBIA
263759989,BOLTON WALKERS JUST CAUSE
263789692,DOLLY ST GERMAIN MIRACLE MOM FOUNDATION
263857040,ESCENA LATINA TEATRO INC
263918051,BOSTON INITIATIVE TO ADVANCE HUMAN RIGHTS INC
264005985,FRIENDS OF CC GIRLS LACROSSE
264053503,AMERICAN WOMEN FOUNDATION
264094393,WOMENS HEALTH EXCHANGE INC
264157893,WESTBOROUGH GIRLS LACROSSE ASSOCIATION INC
264217039,NAZARETH ACADEMY INC
264281119,SOUTH BOSTON GIRLS SOFTBALL INC
264296182,LIMITLESS HORIZONS IXIL INC
264313758,TIANA ANGELIQUE NOTICE FOUNDATION
264335571,SUNDERLAND WOMANS CLUB
264369180,CARE 2 COMMUNITIES INC
264369238,SHARE HELP EMPOWER NETWORK INC AKA SHE NETWORK INC
264385991,MEDFORD YOUTH GIRLS SOFTBALL INC
264428879,NEW BABY BUNDLES INC
264480563,CHURCH WOMEN UNITED CAPE COD
264558073,COMMUNITY LENDING CORPORATION
264566590,NEW ENGLAND WOMEN IN ENERGY AND THE ENVIRONMENT INC
264595124,MY GIRLS GALA INC
264662462,LINDA SUNDELL MEMORIAL FUND
270009474,LA LECHE LEAGUE INTERNATIONAL INC LLL WAKEFIELD ID 691
270069946,WOMENS HEALTH ON ALERT INC
270140775,MEDFIELD GIRLS HOCKEY INC
270181615,MASSACHUSETTS ASSOCIATION FOR INFANT MENTAL HEALTH
270182456,MASS FRENZY INC
270583126,NEW WOMENS CENTER
270605707,PROVINCETOWN CARES INC
270674527,BMW GIRLS ICE HOCKEY
270699714,LES DAMES D ESCOFFIER NEW ENGLAND INC
270717805,GAILA FUND FOR WOMEN WITH CANCER
270849884,NEW BIRTH BAPTIST CHURCH NEW BIRTH BAPTIST CHURCH
270998176,NASHOBA GIRLS LACROSSE INC
271214049,AMIRAH INC
271581674,KOMERA INC
271595793,WAM THEATRE
271700187,TANNER TA TA FOUNDATION INC
271754284,NATIONAL CHARITY LEAGUE INC WELLESLEY CHAPTER
271783258,HEART HEALTH FOR TODAYS WOMEN INC
271793688,LORIS BREAST FRIENDS
271847569,WOMEN ACTION AND THE MEDIA CORP
272062721,DAY BEFORE BIRTH INC
272204294,DREAM BIG INC DREAM BIG
272269420,JANE BATTAGLIA FIGHT FOR BREAST CANCER
272336700,CANCER FREE KIDS INC
272344159,FAMILIES UNITED SERVING AND EMBRACING
272371435,GIRLS ROCK CAMPAIGN BOSTON
272445885,ANGELS VOICE ORPHANAGE
272472834,LIVE FOR LIV FOUNDATION
272760538,LA ESPERANZA THE HOPE OF THE PIONEER VALLEY INC
272788191,BREAST FRIENDS CONNECTION INC
272866235,UMOJA UASO WOMENS FUND INC
272906965,HINGHAM GIRLS VOLLEYBALL INC
272911776,PROSPERITY CATALYST INC
272966708,ALL GIRLS ALLOWED INC
273210409,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 60 NEWTON
273246065,BOSTON SISTERS OF THE CONVENT OF THE COMMONWEALTH
273350613,ABUNDANT HOPE PREGNANCY RESOURCE CENTER INC
273388723,WOMENS CLUB OF CHATHAM
273487246,AMERICAN ASSOCIATION FOR ARAB WOMEN
273509519,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON BLESSED MOTHER TERESA CONFERENCE
273614882,HOW HOUSE
273638881,BELLINGHAM GIRLS LACROSSE BOOSTER CLUB
273679760,MARBLEHEAD YOUTH LACROSSE GIRLS
273697859,MY MOTHERS HEART INC
273705631,WERE ONE WILMINGTON INC
273707155,WELLESLEY COLLEGE ALUMNAE ASSOCIATION ALUMNAE OF AFRICAN DESCENT
273736018,HOPEDALE YOUTH GIRLS SOFTBALL ASSOCIATION
273757543,PLYMOUTH 400 INC
273765932,HE ALSO HAD 5 DAUGHTERS JILL MCLEAN TAYLOR MEMORIAL SCHOLARSHIP
273906102,DYHS GIRLS HOCKEY BOOSTER INC
273951808,RACHEL AND LILLIAN ROSE FOUNDATION
273953351,BELOW THE BELT WOMENS CANCER OUTREACH INC
274100108,ONE WAY TREATMENT
274285274,PATTISTRONG FOUNDATION
274494616,EMPOWER WOMEN IN AFRICA
274516245,GIRLS LEADERSHIP ORGANIZED WOMEN INC
274750550,FRIENDS OF BARNSTABLE HIGH SCHOOL GIRLS ICE HOCKEY
274752088,WELLESLEY COLLEGE ALUMNAE ASSOC CLASS OF 2011
274780666,PRETTY IN PINK INC
274857745,TOUGH WARRIOR PRINCESSES
274980664,MY MOTHERS HOUSE INC
275091443,DIAMOND GIRLS BOSTON
275346110,WOMENS INTEGRATIVE NETWORK INC
275426948,RUN FOR FAITH INC
277120765,HELEN GEE CHIN SCHOLARSHIP FOUNDATION
300063439,LEXINGTON HIGH GIRLS HOCKEY BOOSTER CLUB
300082690,CLOSE TO HOME DOMESTIC VIOLENCE PREVENTION INITIATIVE INC
300113840,888 WOMENS HISTORY PROJECT INC
300141317,AUBURN WOMANS CLUB INC
300222843,THEYELLOWUMBRELLA ORG INC
300254355,ARMENIAN WOMENS WELFARE ASSOCIATION INC
300290304,MULTICULTURAL RESOURCES CENTER FOR WOMEN AND FAMILIES INCORPORATED
300382196,BLUE STAR MOTHERS OF AMERICA INC 2 EASTERN MA CHAPTER
300392250,ST CATHERINES VISION INC
300570759,INTERNATIONAL MONUMENT TO HONOR ABUSED WOMEN FOUNDATION
300577150,NATIONAL SOCIETY DAUGHTERS OF THE AMERICAN REVOLUTION CAPT JOSHUA GRAY JONATHAN HATCH
300692291,INTERNATIONAL ORDER RAINBOW GIRLS GARNDER 83
300747986,THE JOURNEY TO PARENTHOOD FOUNDATION INC
300751988,HOPE AND FRIENDSHIP METASTATIC BREAST CANCER FOUNDATION INC
300781498,DAUGHTERS OF MARY OF NAZARETH INC
301268481,NEEDHAM GIRLS BASKETBALL
310988722,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1960 CLASS OF
311598011,NEW ENGLAND WOMEN MINISTERS ASSOCIATION INC
311710758,WOMEN IN SANCTIFIED HOMES INC
311777179,WE CAN CORPORATION
311802796,DUXBURY GIRLS YOUTH BASKETBALL INC
316036388,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CENTRAL OHIO
320017848,OPERATION FRIENDSHIP OF AMERICA INC GRAFTON CHAPTER OF OFA
320017849,OPERATION FRIENDSHIP OF AMERICA INC PALMER CHAPTER OFA
320018170,DEDHAM GIRLS SOFTBALL LEAGUE
320063833,WOMEN IN AVIATION INTERNATIONAL ATLANTIC AVIATIORS CHAPTER
320105257,CHARLTON SOFTBALL ASSOCIATION
320124344,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2004 CLASS
320243176,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2008 CLASS
320281093,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2009 CLASS
320294085,HINGHAM GIRL SCOUT HOUSE INC
320296846,SOCIETY OF WOMEN ENGINEERS TUFTS UNIVERSITY SWE SECTION
320300652,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC BLACKSTONE VALLEY WOMENS CLUB
320390494,ASIAN WOMEN FOR HEALTH INC
320609287,MASSACHUSETS COALITION OF TAFT HARTLEY TR FUNDS LABOR HEALTH AND FI
320621838,MARSHFIELD HIGH SCHOOL GIRLS SOCCER
330998957,METROSOUTH OBSTETRICS AND GYNECOLOGY INC
331091564,PASCH INC
331187037,BLUE STAR MOTHERS OF AMERICA INC MA 3 BLUE STAR MOTHERS OF CENTAL MA
341993332,SHEROES WOMEN ASSOCIATION NETWORK
346600106,WELLESLEY COLLEGE ALUMNAE ASSOC CLEVELAND WELLESLEY CLUB
352206518,TEWKSBURY GIRLS BASKETBALL LEAGUE INC
352222308,BREAST FORM FUND
352258655,SHREWSBURY WOMANS CLUB
352303488,MOTHER ON A MISSION INC
362931029,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CHICAGO
363219943,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1974 CLASS OF
363621115,SIGMA DELTA EPSILON GRADUATE WOMEN IN SCIENCE INC ALPHA OMEGA CHAPTER
364483980,ASIAN UNIVERSITY FOR WOMEN AUW SUPPORT FOUNDATION
364556393,MOTHERS MORNING OUT INC
364574836,FEMINISTS AGAINST ACADEMIC DISCRIMINATION INC
364675012,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS 2010
364709330,FRIENDS OF CONCORD CARLISLE GIRLS SOCCER
364725293,DUDLEY WOMANS CLUB
364726957,CHRISTINAS HOUSE INCORPORATED
364952437,DRACUT GIRLS SOFTBALL ASSOCIATION
364958711,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2019 CLASS OF MOUNT HOLYOKE COLLEGE
366097925,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CHICAGO WELLESLEY CLUB
371545493,COMMUNITY OUTREACH COMMITTEE INC
371642159,DAUGHTERS OF ST PAUL INC DEFINED BENFIT PENSION PLAN TR
371846051,DAUGHTERS OF ST PAUL COMMUNITY FOUNDATION INC
371948314,ASIAN AMERICAN WOMENS POLITICAL INITIATIVE INC
381984945,WELLESLEY COLLEGE ALUMNAE ASSOC 1959 CLASS
382171061,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC DETROIT
382211169,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC ANN ARBOR
383847754,COLLEGE HOCKEY AMERICA INC
383861003,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA HADASSAH NORTH EAST
383915811,MASCONOMET GIRLS SOCCER ASSOCIATION INC MASCO GIRLS SOCCER BOOSTERS
384026721,HINGHAM GIRLS SOFTBALL INC
384087274,GIRL SECURITY
386090231,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTH EASTERN MICHIGAN WELLESLEY CB
386107921,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1956 CLASS
391897280,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MILWAUKEE INFORMAL GROUP
412073980,SISTERS OF THE EUCHARISTIC HEART OF JESUS
412096715,EMPOWER DALIT WOMEN OF NEPAL INC
412102829,KAREN AND LAURA LEGACY FUND INC
412150162,GREEN RIVER DOULA NETWORK INC
412205733,HOPE IN BLOOM INC
421347648,CONCERNED UNITED BIRTHPARENTS INC BOSTON CUB
421591772,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 367 000 90002048 UPPER VALLEY
421652843,CONCORD CARLISLE GIRLS HOCKEY CLUB
421708895,BLUE STAR MOTHERS OF AMERICA INC 1MA BLUE STAR MOTHERS OF AMERICA
421751736,MICROLOAN FOUNDATION USA INC
426617740,LITTLE LEAGUE BASEBALL INC 2210821 WHITMAN BASEBALL SOFTBALL
431497827,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC KANSAS CITY
450499308,NEWTON GIRLS BASKETBALL ASSOCIATION INC
450942963,FERTILITY WITHIN REACH INCORPORATED
452400850,MASSACHUSETTS RIDE FOR THE RIBBON INC
452412208,MASCONOMET GIRLS SOFTBALL ASSOCIATION INC
452473500,TEAM MAUREEN INC
452520142,JOSEPHINE BUTLER CENTER
452741421,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC MS SENIOR AMERICA CLUB OF MA
452814342,STAND UP FOR WOMENS SAFETY INC
452947589,WEEMA INTERNATIONAL INC
453001314,HELP WOMEN HEAL INCORPORATED
453071196,WELLESLEY COLLEGE ALUMNAE ASSOC MID HUDSON VALLEY WELLESLEY CLUB
453130868,WOMENAID OF CENTRAL MASSACHUSETTS INC
453235414,BAKES FOR BREAST CANCER
453302596,FOUND IN TRANSLATION INC
453580292,LOVE LIFE NOW FOUNDATION INC
453597030,PEABODY YOUTH GIRLS LACROSSE INC
453741482,MOTHERS FOR JUSTICE AND EQUALITY INC
453771260,INVEST IN GIRLS INC
453866647,CHICA
454013930,NORTHERN BERKSHIRE PREGNANCY SUPPORT CENTER INC
454148974,FAMILIES FOR JUSTICE AS HEALING INC
454235551,MATERNAL EARTH INC
454248034,HOPE FOR OUR SISTERS
454288186,ALEX PETERS MEMORIAL FUND INC
454420472,DEEPERHOPE INSTITUTE FOR WOMENS SPIRITUAL LIFE
454420548,WOMENS VOICES WORLDWIDE
454463150,MEDWAY ASHLAND GIRLS HOCKEY ASSOCIATION
454498816,ZAMBIAN WOMENS SCHOLARSHIP FOUNDATION
454582062,RED THREAD FOUNDATION FOR WOMEN INC
454599553,FIREFIGHTERS WIVES ASSOCIATION FALL RIVER FIREFIGHTERS WIVES ASSOC
454631121,MOTHER BROOK ARTS AND COMMUNITY CENTER INC
454700793,BOSTON AREA GIRLS STEM COLLABORATIVE INC
454765458,NORTHEAST PREGNANCY RESOURCE CENTER COALITION
454854969,NERD GIRLS FOUNDATION
454913438,ADAMS TEMPLE AND SCHOOL FUND
455071687,WOMEN FOR HUMAN RIGHTS SINGLE WOMEN GROUP INTERNATIONAL INC
460560037,SHREWSBURY GIRLS LACROSSE INC
460665444,PHILANTHROPY CONNECTION INC
460693097,MERCY FOR MAMAS
460766729,DEVAR WOMENS FOUNDATION INC DEVAR WOMENS FOUNDATION
460851391,FRIENDS OF THE HOUSE OF HOPE SHELTER INC
460909998,MY DESTINY FOUNDATION INC
460965126,UNITED AFRICANS FOR WOMEN AND CHILDRENS RIGHTS INC
461061701,SMCWC CROSSROADS HOUSING INC CROSSROADS SHELTER
461075628,NAVY SEAL FOUNDATION NEW ENGLAND INC
461289180,EIM CHAI INC
461323963,TRINITY RECOVERY FOR WOMEN
461446401,MISS PINK PAGEANT ASHLEY L SHULTZ SOLE MBR
461556734,WOMENS LOCKER ROOM FOUNDATION INC
461645061,CAMBRIDGE REPRODUCTIVE HEALTH CONSULTANTS
461675787,WOMEN EMPOWERMENT INITIATIVE FOR CHANGE
461828384,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2012 CLASS OF
461876554,BODHI AND MIND YOGA INC BODHI AND MIND YOGA
461894179,MAMA BEAR EFFECT INC
461938411,PARENT BOOSTER USA INC FALMOUTH HS GIRLS HOCKEY BOOSTER
462011318,LORELEI ENSEMBLE INC
462233251,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2012 CLASS
462245055,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2013 CLASS
462361370,PINK SEAT PROJECT
462530706,SISTERS OF PROVIDENCE MINISTRY CORPORATION
462565667,WESTFIELD WOMAN S CLUB FOUNDATION INC
462695612,SISTERS OF PROVIDENCE ENDOWMENT TRUST
462700476,AFRICAN WOMEN ADVOCACY PROJECT
462761759,CORP FAMOUS
462797973,NORTHERN BERKSHIRE GIRLS SOFTBALL INC
462837911,RIA INC
462857218,WOMEN EMPOWERED INC AFGHANISTAN
462877026,SOUTH SHORE RUGBY FOOTBALL CLUB INC
462880296,INTERDENOMINATIONAL WOMEN OF FAITH MINISTRY IWOF
462905636,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC THE CLASS OF 2013
462997707,HEALTH AND EDUCATION FOR ALL
463013733,SURVIVING IN NUMBERS INC
463196791,EMPOWER HER INC EMPOWER HER
463532424,GIRLS ON THE RUN GREATER BOSTON
463642814,NEW LIFE FURNITURE BANK OF MA INC
463716053,RIVER SOUTH CENTER
463790436,LION OF JUDAH WAILING WOMEN INTERNATIONAL INC
463869945,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC NORWOOD JUNIOR WOMANS CLUB
463884387,HINGHAM MOTHERS CLUB INC
463888432,BETTY LAWS FIGHTS BACK INC
463903706,VIRTUOUS WOMEN USA INTERNATIONAL INC
463979233,HARVARD KENNEDY SCHOOL WOMEN IN DEFENSE DIPLOMACY AND DEVELOPMENT W3D
463994445,REFRESH AND RE FIRE MINISTIRES WOMENS MINISTRY
464002388,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC GIRLS FOR A GREATER GOOD
464025187,WOMENS HOCKEY COMMISSIONERS ASSOCIATION INC
464128849,BGD PRESS INC
464170798,AMILIAS LIGHT INC
464391238,DAUGHTERS OF TOLEZA SCHOLARSHIP FUND
464476178,ROAD RUNNERS CLUB OF AMERICA BURLINGTON WOMEN ON THE RUN 5K
464756385,NORFOLK GIRLS SOFTBALL INC
464788538,MARLBORO GIRLS SOFTBALL ASSOCIATION INC
464819541,LETS TACKLE BREAST CANCER
464995648,CULTURA LATINA DANCE ACADEMY
465247013,NA UNITED ALUMNI
465324408,SITTERS WITHOUT BORDERS INC
465650752,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CLASS OF 2014
465746993,LEE ANN MANNILLO FOUNDATION INC
465758600,MOTHERS OUT FRONT INC
466712337,WOMENS CLUB OF NEW SEABURY CHARITABLE TR KITTY GOLD TTEE
466959020,SISTERS FOR PEACE FOUNDATION CAROLINE WHEELER TTEE
470849983,JENI FUND FOR RESEARCH PREVENTION AND TREATMENT OF WOMENS LUNG CANCER
470974109,NORTHERN UGANDA WOMEN AND CHILDREN SUPPORT INITIATIVE INC NUWOCSI
470999975,HONORING OUR MOTHER EARTH INC
471066006,WOMENS INSPIRATIONAL GROUP WIG
471100775,CULTIVATE WOMANHOOD INC
471215016,MAYA MIDWIFERY INTERNATIONAL INC
471350187,MINAS LIST INC MINAS LIST
471350294,VISIONING BEAR CIRCLE INTERTRIBAL COALITION
471357237,MOMS AS MENTORS PROJECT INC
471385456,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS OF 2014
471394720,HILLTOWN VILLAGE
471457414,LES SENTINELS THE SENTINELS
471502467,MASSACHUSETTS DAY OF CARING INC
471662346,RUTHS WAY
471694824,BETHLEHEM HOUSE INC
471778733,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC BAY STATE CONTEMPORARY CLUB
471797616,GIRLS THINKING GLOBAL INC
471866113,ROCHESTER WOMENS CLUB INC
471869931,WORKING MOMS PLAYGROUP INC
471983360,BOLD AND BEAUTIFUL WOMEN CIRCLE
472005827,MASCONOMET VARSITY GIRLS HOCKEY BOOSTER CLUB
472091490,GIRLS ON THE RUN INTERNATIONAL GIRLS ON THE RUN WORCESTER COUNTY
472145527,MILLIS GIRLS SOFTBALL LEAGUE
472161267,MOTHERS AND INFANTS RECOVERY NETWORK INC JEAN TALBERT
472172361,MAANAVSEVA INC
472329330,NATIONAL CMV FOUNDATION INC
472349032,WORTHY VILLAGE INC
472430953,FHS GIRLS HOCKEY ASSOCIATION INC
472480088,INTERNATIONAL ASSOCIATION FOR PREMENSTRUAL DISORDERS IAPMD
472491322,BREAST CARE NATURALLY FOUNDATION INC
472575490,ALUMNAE I NETWORK FOR HARVARD WOMEN INC
472666092,PRO LIFE OF PIONEER VALLEY INC
473092362,NORTHAMPTON WRESTLING INC
473135594,MILITARY ASSAULT AND SEXUAL TRAUMA SURVIVORS
473145974,UGANDA WOMENS ASSOCIATION INTERNATIONAL
473225619,HEALTHY MOTHERS HEALTHY BABIES COALITION OF MASSACHUSETTS
473237138,HARVEY GIRLS INC
473272024,EVERY WOMAN TREATY INC EVERY WOMEN
473337320,HALEY CREMER FOUNDATION
473353115,BRIDGING MIND AND BODY INC
473423754,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS OF 2015
473425225,WOMAN BUSINESS OWNERS ALLIANCE OF THE PIONEER VALLEY INC
473468333,LEAGUE OF WOMEN VOTERS OF NEEDHAM EDUCATION FUND INC
473503719,MEGAN HOUSE FOUNDATION
473612764,GIRLS ON THE RUN INTERNATIONAL GIRLS ON THE RUN OF WESTERN MA INC
473865791,PSYCHOPATH FREE INC
473898186,BELOVED BUILDERS INC
473905472,BARAKAT BUNDLE INC
473918745,MOVING LEADERS FORWARD INC
473948151,CAPE CRUSH INC
473988941,UNITED WOMENS BALL HOCKEY FOUNDATION INC
474062872,POLISH WOMENS BUSINESS AND PROFESSIONAL CLUB INC
474139882,GIRLS INDEPENDENT GOLF LEAGUE INC
474202864,SAVVY WOMENS ALLIANCE
474299563,DY GIRLS LAX CLUB INC
474355887,KIDS WITHOUT MOMS INC
474535541,UPROOTED INC
474540279,BETHESDA HOUSE INC
474571080,BURLINGTON MA WOMENADE
474594331,EDNA AND CECILIA DIWA FOUNDATION INC MOTHER OF OZ
474595988,ALMA SOUL ALIANZA LATINA DE MUJERES EN ACCION INC
474613582,CARE ADVOCATES NETWORK INC
474686627,SARITA AND CLAIRE WRIGHT LUCAS FOUNDATION INC
474707028,WAREHAM GIRLS SOFTBALL
474710128,MOTHERS HELPING MOTHERS INC
474874588,WORKING MOMS PLAYGROUP INC FRANKLIN BELLINGHAM CHAPTER
474940782,WOMAN AT THE WELL INC
475269498,FRIENDS OF LINCOLN SUDBURY GIRLS LACROSSE
475308570,YOUNG WOMEN IN SPORT INC
475378025,CAROL RIVEST MEMORIAL FOUNDATION FOR DOMESTIC VIOLENCE AWARENESS CDR FOUNDATION
475602945,WOMEN OF LIGHT FELLOWSHIP
475616231,2 SIDES PROJECT INC
475650412,ANDOVER HIGH SCHOOL GIRLS ICE HOCKEY BOOSTERS AHS GIRLS ICE HOCKEY BOOSTERS
510151137,WELLESLEY COLLEGE ALUMNAE ASSOC 1975 CLASS
510155754,BIRTHRIGHT OF GREATER TAUNTON INC
510163763,RESPOND INC
510170342,SWEET ADELINES INTERNATIONAL 112001 REGION 01 NORTH ATLANTIC
510192418,ROXBURY STONE HOUSE INC
510192738,WELLESLEY COLLEGE ALUMNAE ASSOC 1976 CLASS
510196404,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WESTFORD WOMANS CLUB
510201165,BIRTHRIGHT OF HUDSON MARLBOROUGH INC
510214672,WOMENS NATIONAL BOOK ASSN INC BOSTON CHAPTER
510511652,MASSACHUSETTS ASSOCIATION OF WOMEN IN LAW ENFORCEMENT INC
510539711,CIRCLE OF WOMEN INC
510586745,LA LECHE LEAGUE INTERNATIONAL INC LLL NEWBURYPORT
516016391,WELLESLEY COLLEGE ALUMNAE ASSOC DELAWARE WELLESLEY CLUB
521147604,WELLESLEY COLLEGE ALUMNAE ASSOCIATION BALTIMORE WELLESLEY CLUB
521290484,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC NASHOBA VALLEY CHAPTER
521290487,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC SOUTH SHORE MOM
521293717,WELLESLEY COLLEGE ALUMNAE ASSOC 1983 CLASS
521351954,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS MERRIMACK VALLEY MOTA
521614343,WOMENS EASTERN GOLF ASSOCIATION INC
522043757,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC GREATER BALTIMORE
522091373,INTERCOLLEGIATE WOMENS LACROSSE COACHES ASSOCIATION INC
526059714,WELLESLEY COLLEGE ALUMNAE ASSOC WASHINGTON WELLESLEY CLUB
526080732,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 028 000 90000722 ARLINGTON LEXIN
530235320,PATHFINDER INTERNATIONAL
541160331,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF CENTRAL AND COAST
541226845,WELLESLEY COLLEGE ALUMNAE ASSOC BLUE RIDGE WELLESLEY CLUB
541572968,WELLESLEY COLLEGE ALUMNAE ASSOC TIDEWATER WELLESLEY CLUB
541832408,WOMENS SAILING FOUNDATION INC SUSAN SCOTT ROBINSON
542081988,LA LECHE LEAGUE INTERNATIONAL INC LLL DEDHAM
542138153,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC LYONS PRIDE
542143068,LA LECHE LEAGUE INTERNATIONAL INC LLL SILVER LAKE ID 14151
542152921,NORTH SHORE BLACK WOMENS ASSOCIATION INC
542170279,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2005 CLASS
550795814,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2002 CLASS OF
550804421,NATIONAL CHARITY LEAGUE BLUE HILLS CHAPTER
550804570,TAUNTON DYNAMITES
554706748,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY CLUB OF SANTA BARBARA
561156105,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PIEDMONT
561745128,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY NORTH CAROLINA PIEDMONT
562296622,WOMENS HOCKEY EAST ASSOCIATION
562360659,H U G S SHARON INC
562533890,WOMEN OF COURAGE
562653969,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS 2007
571162875,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 851 000 90002393 GRTR WORCESTER
571173627,WEST BRIDGEWATER GIRLS SOCCER CLUB
571237664,HADASSAH WOMENS ZIONIST ORGANIZATION AMERICA INC 58 456 000 90002305 GREATER BOROUGH
582667052,PRATTHANADEE FOUNDATION INC
582679130,BODHI NUNNERY
592830805,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE IN MOUNT HOLYOKE CLUB OF SW FLORIDA
593821638,GREATER FALL RIVER DOMESTIC VIOLENCE COALITION
593823613,FRIENDS OF THAI DAUGHTERS INC
611467070,WOMANADE INC
611799063,GET GIRLS GOING INC
640960439,MAHILA PARTNERSHIP A GRASS ROOTS WOMENS INITIATIVE INC
640961529,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC 101029 GREATER BOSTON MA
651224627,WAVEINSTITUTE
651234486,LA LECHE LEAGUE INTERNATIONAL INC LLL NANTUCKET
651285164,PITTSFIELD GIRLS SOFTBALL
651287522,LA LECHE LEAGUE INTERNATIONAL INC LLL OF BOSTON SOUTH
