,organizationName,id,name,description,address,categories,revenue,EIN,totcntrbgfts,totcntrbs,boston_region
557,Wareham Girls Softball,1702705,Wareham Girls Softball,,PO Box 3483,GIRL,0,474707028,,,Yes
558,Friends of@First Parish Meetinghouse Inc,1711379,Friends of@First Parish Meetinghouse Inc,To raise funds to restore and preserve first parish meetinghouse and providing education to the general public and the members of first parish plymouth regarding (a) the historic and architectural significance of the meetinghouse and the historic significance of the site of the meetinghouse and (b) the important role of the pilgrim church in the birth of religious and civic liberty in the United States.,78 Rocky Hill Rd,WRELIG,0,811771350,,,Yes
559,Virtuous Women USA Inc,1721146,Virtuous Women USA Inc,,360 Blue Hill Ave,WPSB,0,208902374,,,Yes
560,Virtuous Women USA International Inc,1727411,Virtuous Women USA International Inc,,360 Blue Hill Ave,WPSB,0,463903706,,,Yes
561,Living Water Outreach for Girls,1738809,Living Water Outreach for Girls,,57 Karen Dr,WART,0,800843477,,,Yes
562,North Andover Womens Club,1744088,North Andover Womens Club,,124 Hillside Rd,WSNW,0,811920787,,,Yes
563,Sewpportive Friends,1747446,Sewpportive Friends,"To teach girls and women in impoverished, rural communities in Africa and other areas, how to sew healthy, washable, reusable feminine pads. Many families do not have money or access to affordable feminine hygiene products. We provide fabric, all the needed sewing supplies, and in some cases sewing machines. We also deliver washable sanitary pad kits that are produced in the USA by volunteers. Providing the sewing skill and reusable pads, allows the girls to continue their education without disruption and participate in activities. Women will be able to continue their daily life with healthy feminine protection; work, home, family responsibilities, church, etc. We continue to work with local african vendors and volunteers, and grow our sewpportive friends team members.",PO Box 5223,"GV,WHLTH",0,812629875,,,Yes
564,Boston Women in Private Equity Inc,1752159,Boston Women in Private Equity Inc,,699 Boylston St Ste 14,WEDUC,0,813221839,,,Yes
565,Watch the Women Inc,1765842,Watch the Women Inc,,175 Centre St,"WHSV,WSW",0,814536098,,,Yes
566,Charlestown Girls Softball,1768514,Charlestown Girls Softball,To provide services and support for girls softball team.,20 Tibbetts Town Way,GIRL,0,814989970,,,Yes
567,Get Girls Going Inc,1776247,Get Girls Going Inc,,1452 Dorchester Ave Ste 4 # Dorc,GIRL,0,611799063,,,Yes
568,Wellesley College Alumnae Association 2016 Class,1777706,Wellesley College Alumnae Association 2016 Class,,106 CENTRAL ST,WEDUC,0,812530502,,,Yes
569,Connecting the Dots Dream Garment Inc Connecting the Dots Dream Garment,1778419,Connecting the Dots Dream Garment Inc Connecting the Dots Dream Garment,Part 1: community based organization established for the purpose of educating children and woman of adversity on creating a productive and positive life for themselves. - Part 3: community based organization established for the purpose of educating children and women of adversity on creating a productive life and future.,42 Linden Ave,WEDUC,0,813241387,0.0,,Yes
570,Cape Verdean Women United Inc,1778967,Cape Verdean Women United Inc,"Our mission is to unite, educate, and empower youth and families of all cultures, by inspiring healthier, viable communities. We are committed to providing violence prevention education and resources to our community. We bring we bring culturally appropriate violence prevention education to brockton, MA while also encouraging, supporting and empowering women to give back through volunteerism and community outreach.",816 Pearl St,WHSV,0,813674949,,121356.0,Yes
571,Hingham Girls Softball Inc,1792105,Hingham Girls Softball Inc,,205 prospect st,GIRL,0,384026721,,,Yes
572,Boston Womens Leadership Council Inc A Not for Profit Corporation,1798940,Boston Womens Leadership Council Inc A Not for Profit Corporation,,713 Jerusalem Rd,WPSB,0,821014643,,,Yes
573,Women Rising Up Inc,1801407,Women Rising Up Inc,,23 Hilltop Lane,WHSV,0,811551835,,,Yes
574,Daughters of St Paul Community Foundation Inc,1807928,Daughters of St Paul Community Foundation Inc,,50 Saint Pauls Ave,GEN,0,371846051,,,Yes
575,Desi Women Empowered Incorporated,1808895,Desi Women Empowered Incorporated,,520 columbus ave apt 8,WHSV,0,822607583,,,Yes
576,Port City Women Networking Organization,1809915,Port City Women Networking Organization,,62 Boardman St,"ND,WADV",0,813841086,,,Yes
577,Merrimack Valley Pregnancy Services Inc,1813361,Merrimack Valley Pregnancy Services Inc,,322 Groveland St,"WADV,WHLTH",0,822339928,,,Yes
578,Women for Human Rights Single Women Group International Inc,1821194,Women for Human Rights Single Women Group International Inc,,131 Andover Street Unit 2,WADV,0,455071687,,,Yes
579,Annettes Climb Inc,1929719,Annettes Climb Inc,Part 1: programs for victims of domestic abuse,805 ALYSSA DR,GV,0,113790125,,,Yes
580,National Organization of Mothers of Twins Clubs Inc Southcoast Mothers of Multiples,1930029,National Organization of Mothers of Twins Clubs Inc Southcoast Mothers of Multiples,,47 WING LN,WHSV,0,161729913,,,Yes
581,Young Womens Financial Network Inc,1930209,Young Womens Financial Network Inc,,12 WASHINGTON ST,WHSV,0,201424492,,,Yes
582,Fund Womens Recovery Inc Margaret Lavelo,1930277,Fund Womens Recovery Inc Margaret Lavelo,Support for women with substance abuse,678 N MAIN ST,WSNW,0,202001289,,,Yes
583,F Holland Day Center for Healing and Creativity,1930280,F Holland Day Center for Healing and Creativity,Provide healing retreats & workshops for women living with cancer.,1 BATTERYMARCH PARK STE 101,WHLTH,0,202048343,,,Yes
584,Womenade of Wareham Inc,1930339,Womenade of Wareham Inc,,PO BOX 881,WPSB,0,202616574,,,Yes
585,Reflect and Strengthen Inc,1930458,Reflect and Strengthen Inc,The organization's primary exempt purpose is to create a community of young women.,614 COLUMBIA RD,WHSV,0,203803238,,,Yes
586,Dgh Incorporated Donnas Gift of Hope,1930544,Dgh Incorporated Donnas Gift of Hope,The assistance of individuals in need of financial assistance while undergoing treatment for or while in recovery from breast cancer.,958 MAIN ST,"WHLTH,WHSV",0,204647421,,,Yes
587,Women in Sober Housing Inc,1930657,Women in Sober Housing Inc,,408 MAIN ST UNIT 1,WHSV,0,205697682,,,Yes
588,New Orleans Women Artist Collectiveincorporated New Orleans Women Artist Collective,1930711,New Orleans Women Artist Collectiveincorporated New Orleans Women Artist Collective,Nowac's principle objective is to restore New Orleans' history and culture of the arts prior to hurricane katrina.,5 KITTREDGE CT,WART,0,208285276,,,Yes
589,Wellesley College Alumnaeassociation Oklahoma Wellesley Club,1930721,Wellesley College Alumnaeassociation Oklahoma Wellesley Club,,106 CENTRAL ST,WEDUC,0,208384202,,,Yes
590,Women of Movement Christian Ministry,1930728,Women of Movement Christian Ministry,,100 STOCKTON ST APT 187,WRELIG,0,208431552,,,Yes
591,Milliken Silva Junior League Inc,1930859,Milliken Silva Junior League Inc,,PO BOX 1575,WSNW,0,222552924,,,Yes
592,Hadassah the Womens Zionist Organization of America 43 323 000 90002025 Revere Winthrop,1930977,Hadassah the Womens Zionist Organization of America 43 323 000 90002025 Revere Winthrop,,5 THOMAS ST UNIT P1,WADV,0,223873677,,,Yes
593,Holy Nativity Convent Inc,1931187,Holy Nativity Convent Inc,,70 Codman Rd,GEN,0,237002594,,,Yes
594,Hebrew Ladies Helping Hand Society of Fall River,1931190,Hebrew Ladies Helping Hand Society of Fall River,,229 BELMONT ST,WSW,0,237011642,,,Yes
595,General Federation of Womens Clubs of Massachusetts Inc Hanover Womans Club Juniors,1931280,General Federation of Womens Clubs of Massachusetts Inc Hanover Womans Club Juniors,,115 Larchmont Ln,WSNW,0,237082030,,,Yes
596,General Federation of Womens Clubs of Massachusetts Inc Community Club of Canton,1931292,General Federation of Womens Clubs of Massachusetts Inc Community Club of Canton,,19 MOHAWK RD,WSNW,0,237093867,,,Yes
597,General Federation of Womens Clubs of Massachusetts Inc Third District Presid,1931293,General Federation of Womens Clubs of Massachusetts Inc Third District Presid,,1711 WINTHROP ST,WSNW,0,237094526,,,Yes
598,General Federation of Womens Clubs of Massachusetts Inc Fortnightly Club of Sharon Inc,1931297,General Federation of Womens Clubs of Massachusetts Inc Fortnightly Club of Sharon Inc,,29 AMES CT,WSNW,0,237096861,,,Yes
599,General Federation of Womans Clubs of Massachusetts Inc Milton Junior Womans Club Inc,1931299,General Federation of Womans Clubs of Massachusetts Inc Milton Junior Womans Club Inc,,106 EMERSON RD,WPSB,0,237097172,,,Yes
600,Massachusetts State Federation of Womens Clubs Rochester Womens Club,1931301,Massachusetts State Federation of Womens Clubs Rochester Womens Club,,PO BOX 211,WSNW,0,237097627,,,Yes
601,General Federation of Womens Clubs of Massachusetts Inc Jr Past Presidents Club,1931309,General Federation of Womens Clubs of Massachusetts Inc Jr Past Presidents Club,,60 CARNEGIE ST,WSNW,0,237099636,,,Yes
602,General Federation of Womens Clubs of Massachusetts Inc Taunton Womans Club,1931337,General Federation of Womens Clubs of Massachusetts Inc Taunton Womans Club,,757 TREMONT ST,WSNW,0,237129237,,,Yes
603,International Order of the Rainbow Girls 56 Wareham Assembly,1931341,International Order of the Rainbow Girls 56 Wareham Assembly,,7 HEATH RD,GIRL,0,237132848,,,Yes
604,International Order of the Rainbow Girls 10 Wollaston Assembly,1931346,International Order of the Rainbow Girls 10 Wollaston Assembly,,79 Hanian Dr,GIRL,0,237134592,,,Yes
605,General Federation of Womens Clubs of Massachusetts Inc North Andover Womans Club,1931383,General Federation of Womens Clubs of Massachusetts Inc North Andover Womans Club,,124 HILLSIDE RD,WSNW,0,237147505,,,Yes
606,Wellesley College Alumnae Assoc Monterey Bay Wellesley Club,1931388,Wellesley College Alumnae Assoc Monterey Bay Wellesley Club,,106 CENTRAL ST,WEDUC,0,237154186,,,Yes
607,Wellesley Junior Service League,1931390,Wellesley Junior Service League,,219 WASHINGTON ST,WSNW,0,237157364,,,Yes
608,Catholic Daughters of America 279 CT Marquette 279,1931403,Catholic Daughters of America 279 CT Marquette 279,,741 E BROADWAY,GEN,0,237163229,,,Yes
609,Catholic Daughters of America 807 CT Loretto 807 CT Loretto,1931418,Catholic Daughters of America 807 CT Loretto 807 CT Loretto,,431 E ASHLAND ST,GEN,0,237165810,,,Yes
610,Wellesley College Alumnae Assoc South Coast Wellesley Club,1931447,Wellesley College Alumnae Assoc South Coast Wellesley Club,,106 CENTRAL ST,WEDUC,0,237168725,,,Yes
611,Catholic Daughters of America 1587 St Patrick Court 1587,1931543,Catholic Daughters of America 1587 St Patrick Court 1587,,81 WASHINGTON ST,GEN,0,237171840,,,Yes
612,Catholic Daughters of America 1465 Our Lady of the Sacred Heart Court 1465 CT Our Lady Sacr Hrt,1931547,Catholic Daughters of America 1465 Our Lady of the Sacred Heart Court 1465 CT Our Lady Sacr Hrt,,59 LISLE ST,GEN,0,237171849,,,Yes
613,Catholic Daughters of America 1394 CT Our Lady of the Miraculous Meda 1394 CT Our Lady of the Mira Medal,1931551,Catholic Daughters of America 1394 CT Our Lady of the Miraculous Meda 1394 CT Our Lady of the Mira Medal,,180 SYCAMORE ST,GEN,0,237171854,,,Yes
614,Catholic Daughters of America 1198 Court Milton 1198,1931556,Catholic Daughters of America 1198 Court Milton 1198,,202 DANA AVE,GEN,0,237171868,,,Yes
615,Catholic Daughters of America 1154 Court St Edward 1154,1931558,Catholic Daughters of America 1154 Court St Edward 1154,,111 GREEN ST,GEN,0,237171874,,,Yes
616,Catholic Daughters of America 1123 Court St Jude 1123,1931559,Catholic Daughters of America 1123 Court St Jude 1123,,87 BALDWIN ST,GEN,0,237171876,,,Yes
617,Catholic Daughters of America 336 CT John J Williams 336 CT John J Williams,1931702,Catholic Daughters of America 336 CT John J Williams 336 CT John J Williams,,38 HAWTHORNE ST,GEN,0,237176640,,,Yes
618,Catholic Daughters of America 286 CT Carmel 286 CT Mt Carmel,1931722,Catholic Daughters of America 286 CT Carmel 286 CT Mt Carmel,,22 GLENDALE ST,GEN,0,237177263,,,Yes
619,Catholic Daughters of America 436 CT St James 436 CT St James,1931723,Catholic Daughters of America 436 CT St James 436 CT St James,,111 BROCKTON AVE,GEN,0,237177270,,,Yes
620,Catholic Daughters of America 527 CT James Lee 527 CT James Lee,1931724,Catholic Daughters of America 527 CT James Lee 527 CT James Lee,,135 RESERVOIR AVE,GEN,0,237177275,,,Yes
621,Catholic Daughters of America 783 CT St Monica 783 CT St Monica,1931726,Catholic Daughters of America 783 CT St Monica 783 CT St Monica,,16D MORTON ST,GEN,0,237177284,,,Yes
622,Catholic Daughters of America CT Blessed Theresa the Little Flower 903 CT Blessed Theresa,1931728,Catholic Daughters of America CT Blessed Theresa the Little Flower 903 CT Blessed Theresa,,133 OAKLAND AVE,GEN,0,237177289,,,Yes
623,Wellesley College Alumnae Assoc 1952 Class,1931793,Wellesley College Alumnae Assoc 1952 Class,,106 CENTRAL STREET,WEDUC,0,237178521,,,Yes
624,Wellesley College Alumnae Association 1946 Class,1931794,Wellesley College Alumnae Association 1946 Class,,106 CENTRAL ST,WEDUC,0,237178572,,,Yes
625,Wellesley College Alumnae Assoc 1954 Class,1931798,Wellesley College Alumnae Assoc 1954 Class,,106 CENTRAL STREET,WEDUC,0,237179202,,,Yes
626,Wellesley College Alumnae Assoc New Hampshire Wellesley Club,1931901,Wellesley College Alumnae Assoc New Hampshire Wellesley Club,,106 CENTRAL ST,WEDUC,0,237211788,,,Yes
627,Wellesley College Alumnae Assoc New York Capital District,1931902,Wellesley College Alumnae Assoc New York Capital District,,106 CENTRAL ST,WEDUC,0,237211794,,,Yes
628,Wellesley College Alumnae Assoc Milwaukee Wellesley Club,1931903,Wellesley College Alumnae Assoc Milwaukee Wellesley Club,,106 CENTRAL ST,WEDUC,0,237211803,,,Yes
629,Wellesley College Alumnae Association 1953 Class,1931906,Wellesley College Alumnae Association 1953 Class,,106 CENTRAL ST,WEDUC,0,237214150,,,Yes
630,Wellesley College Alumnae Assoc 1950 Class,1931926,Wellesley College Alumnae Assoc 1950 Class,,106 CENTRAL ST,WEDUC,0,237229697,,,Yes
631,Wellesley College Alumnae Assoc Wellesley Club of Kentucky,1931994,Wellesley College Alumnae Assoc Wellesley Club of Kentucky,,106 CENTRAL ST,WEDUC,0,237240995,,,Yes
632,Hadassah the Womens Zionist Organization of America 58 327 000 90000949 Hull,1932003,Hadassah the Womens Zionist Organization of America 58 327 000 90000949 Hull,,2 MAPLE ST,WADV,0,237258198,,,Yes
633,58 501 000 90000953 New Bedford,1932013,58 501 000 90000953 New Bedford,,30 HIDDEN BAY DR,GEN,0,237281145,,,Yes
634,Boston Area Chapter of the Randolph Macon Womans Alumnae Assoc,1932014,Boston Area Chapter of the Randolph Macon Womans Alumnae Assoc,,31 OLD FARM RD,WEDUC,0,237281175,,,Yes
635,Attleboro Area Birth Right Inc,1932130,Attleboro Area Birth Right Inc,,77 N MAIN ST,WADV,0,237405230,,,Yes
636,Catholic Daughters of America 2112 Court Mother Seton 2112,1932160,Catholic Daughters of America 2112 Court Mother Seton 2112,,63 PENNY LN,GEN,0,237431252,,,Yes
637,International Order of the Rainbow Girls 39 Haverhill,1932224,International Order of the Rainbow Girls 39 Haverhill,,10 S CROSS RD,GIRL,0,237507248,,,Yes
638,International Order of the Rainbow Girls 85 Holden Assembly,1932225,International Order of the Rainbow Girls 85 Holden Assembly,,71 MESSENGER ST APT 943,GIRL,0,237507250,,,Yes
639,Catholic Daughters of America 318 CT Irma 318,1932272,Catholic Daughters of America 318 CT Irma 318,,24 ELY RD,GEN,0,237564639,,,Yes
640,Girl Talk Theatre Inc,1932615,Girl Talk Theatre Inc,,PO BOX 5901,WART,0,261626249,,,Yes
641,Womens Action Initiative,1932872,Womens Action Initiative,,3 HEMLOCK DR,WADV,0,263327795,,,Yes
642,Malek Girls International Inc,1932913,Malek Girls International Inc,,195 BINNEY ST APT 4112,WEDUC,0,263640972,,,Yes
643,Dolly St Germain Miracle Mom Foundation,1932928,Dolly St Germain Miracle Mom Foundation,,27 ZAREK DR,WRELIG,0,263789692,,,Yes
644,Boston Initiative To Advance Human Rights Inc,1932944,Boston Initiative To Advance Human Rights Inc,The boston initiative to advance human rights (bitahr) is dedicated to programs that focus on helping women and children attain protection and fulfillment of their human rights. Bitahr has a particular interest in the right of women and children to be free from forced prostitution and commercial sexual exploitation (cse).,38 NEWBURY ST STE 702,"GV,WADV",0,263918051,,,Yes
645,Womens Health Exchange Inc,1932962,Womens Health Exchange Inc,,PO BOX 495,WHLTH,0,264094393,,,Yes
646,My Girls Gala Inc,1933027,My Girls Gala Inc,,231 Weston Rd,WHLTH,0,264595124,,,Yes
647,Gaila Fund for Women With Cancer,1933165,Gaila Fund for Women With Cancer,,1 BEL AIR RD,"WHLTH,WSW",0,270717805,,,Yes
648,Jane Battaglia Fight for Breast Cancer,1933347,Jane Battaglia Fight for Breast Cancer,,582 SHARPNERS POND RD,WHLTH,0,272269420,,,Yes
649,One Way Treatment,1933531,One Way Treatment,,10 MARION RD,GEN,0,274100108,,,Yes
650,Pretty in Pink Inc,1933581,Pretty in Pink Inc,,PO BOX 375,GEN,0,274780666,,,Yes
651,My Mothers House Inc,1933594,My Mothers House Inc,,219B BURT ST,WHSV,0,274980664,,,Yes
652,Diamond Girls Boston,1933598,Diamond Girls Boston,Realize self worth & esteem in teen girl,13 Dudley St,WEDUC,0,275091443,,,Yes
653,Community Outreach Committee Inc,1934919,Community Outreach Committee Inc,Part 1: collect funds to contribute to battered women's shelter - part 3: raise money to support battered women's organizations,7 DEL LOGAN DR,"GV,WPSB",0,371545493,,,Yes
654,Wellesley College Alumnae Assoc South Eastern Michigan Wellesley Cb,1935199,Wellesley College Alumnae Assoc South Eastern Michigan Wellesley Cb,,106 CENTRAL ST,WEDUC,0,386090231,,,Yes
655,Wellesley College Alumnae Assoc Mid Hudson Valley Wellesley Club,1935793,Wellesley College Alumnae Assoc Mid Hudson Valley Wellesley Club,,106 CENTRAL ST,WEDUC,0,453071196,,,Yes
656,Peabody Youth Girls Lacrosse Inc,1935828,Peabody Youth Girls Lacrosse Inc,,9 Mulberry Dr,GIRL,0,453597030,,,Yes
657,Northeast Pregnancy Resource Center Coalition,1935915,Northeast Pregnancy Resource Center Coalition,,42 IMRIE ST,"WHLTH,WHSV",0,454765458,,,Yes
658,Trinity Recovery for Women,1936045,Trinity Recovery for Women,,259 MAIN ST,WHSV,0,461323963,,,Yes
659,African Women Advocacy Project,1936137,African Women Advocacy Project,,C/O LYABO OBASANJO 1 ALBA LANE,WART,0,462700476,,,Yes
660,Alumnae Association of Mount Holyoke College Inc the Class of 2013,1936151,Alumnae Association of Mount Holyoke College Inc the Class of 2013,,238 W Canton St Apt 2,WEDUC,0,462905636,,,Yes
661,Lion of Judah Wailing Women International Inc,1936204,Lion of Judah Wailing Women International Inc,,49 Highland Glen Drive,WHSV,0,463790436,,,Yes
662,Womens Inspirational Group Wig,1936352,Womens Inspirational Group Wig,,PO Box 426,WPSB,0,471066006,,,Yes
663,Women of Light Fellowship,1936568,Women of Light Fellowship,,152 Beach Street Apt 2,GEN,0,475602945,,,Yes
664,Andover High School Girls Ice Hockey Boosters Ahs Girls Ice Hockey Boosters,1936572,Andover High School Girls Ice Hockey Boosters Ahs Girls Ice Hockey Boosters,,16 birch rd,WEDUC,0,475650412,,,Yes
665,Circle of Women Inc,1936809,Circle of Women Inc,,32 BREAKWATER CV,"WART,WSW",0,510539711,,,Yes
666,LA Leche League International Inc Lll Newburyport,1936820,LA Leche League International Inc Lll Newburyport,,12 ARTHUR WELCH DR,WSNW,0,510586745,,,Yes
667,Wellesley College Alumnae Assoc 1983 Class,1936892,Wellesley College Alumnae Assoc 1983 Class,,106 CENTRAL ST,WEDUC,0,521293717,,,Yes
668,National Organization of Mothers of Twins Clubs Merrimack Valley Mota,1936908,National Organization of Mothers of Twins Clubs Merrimack Valley Mota,,32 LOUISE AVE,WHSV,0,521351954,,,Yes
669,Wellesley College Alumnae Assoc Tidewater Wellesley Club,1937199,Wellesley College Alumnae Assoc Tidewater Wellesley Club,,106 CENTRAL ST,WEDUC,0,541572968,,,Yes
670,LA Leche League International Inc Lll Dedham,1937257,LA Leche League International Inc Lll Dedham,,7 SUMMER ST,WSNW,0,542081988,,,Yes
671,Waveinstitute,1938386,Waveinstitute,,3 SURREY LN,GEN,0,651224627,,,Yes
672,Wellesley College Alumnae Assoc Wellesley Club Greater New Orleans,1938676,Wellesley College Alumnae Assoc Wellesley Club Greater New Orleans,,106 CENTRAL ST,WEDUC,0,720904716,,,Yes
673,Friends of Scituate Girls Hockey Inc,1939061,Friends of Scituate Girls Hockey Inc,,57 OLD OAKEN BUCKET RD,GIRL,0,743204402,,,Yes
674,Wellesley College Alumnae Assoc Austin Wellesley Club,1939074,Wellesley College Alumnae Assoc Austin Wellesley Club,,106 CENTRAL ST,WEDUC,0,746047971,,,Yes
675,General Federation of Womens Clubs of Massachussetts Inc GFWC Past State Presidents Club,1939473,General Federation of Womens Clubs of Massachussetts Inc GFWC Past State Presidents Club,,250 BARKER RD,WSNW,0,770636031,,,Yes
676,Women Common Intiative Group Wcig,1939679,Women Common Intiative Group Wcig,,15 RIVER STREET PL,WHSV,0,800924557,,,Yes
677,Venezuelan Women in Action Corp,1939793,Venezuelan Women in Action Corp,,256 beacon street,WADV,0,811776903,,,Yes
678,Wellesley College Alumnae Association Wellesley Club of Austin,1939799,Wellesley College Alumnae Association Wellesley Club of Austin,,106 CENTRAL ST,WEDUC,0,811855256,,,Yes
679,New England Trafficking Aftercare Coalition Inc,1939812,New England Trafficking Aftercare Coalition Inc,,800 boylston st ste 722 ropes gray,WHSV,0,812037509,,,Yes
680,Womens Worth Inc,1939931,Womens Worth Inc,,6 Liberty Square Ste 2031,WINTL,0,813606527,,,Yes
681,Latina Center Maria,1940100,Latina Center Maria,,30 Menlo Ter,WPSB,0,815091900,,,Yes
682,Old Colony Womens Soccer League,1940195,Old Colony Womens Soccer League,,30 Camp St,GIRL,0,820639819,,,Yes
683,Congolese American Women Empowerment and Leadership,1940402,Congolese American Women Empowerment and Leadership,,28 Fay Rd,WPSB,0,821788504,,,Yes
684,Carols Corner Foundation Inc,1940461,Carols Corner Foundation Inc,To organize events to raise awareness and funds to support reserach for metastatic breast cancer.,6 Denton Rd,"WART,WHLTH",0,822041951,,,Yes
685,Wellesley College Alumnae Association Class of 2017,1940828,Wellesley College Alumnae Association Class of 2017,,106 Central St,WEDUC,0,823074826,,,Yes
686,Duxbury Girls Youth Lacrosse Inc,1940945,Duxbury Girls Youth Lacrosse Inc,,PO Box 349,GIRL,0,823281109,,,Yes
687,Bridgewater Raynham Girls Youth Lacrosse,1941063,Bridgewater Raynham Girls Youth Lacrosse,,398 S Main St,GIRL,0,823515033,,,Yes
688,Pregnancy Family Services LLC,1941167,Pregnancy Family Services LLC,,36 Beach Rd,"WHLTH,WHSV",0,823792277,,,Yes
689,Boston Emeralds Girls Basketball Club Inc,1941381,Boston Emeralds Girls Basketball Club Inc,,4008 Washington St Apt 2a,GIRL,0,824401597,,,Yes
690,Blessed Women Feeding the Homeless,1941490,Blessed Women Feeding the Homeless,,5 F B Merrick Cir,GV,0,824720011,,,Yes
691,Healing Emotions After Breast Cancer Inc,1941595,Healing Emotions After Breast Cancer Inc,To offer support and guidance for women,3 Corinthian Ln,WHLTH,0,825019537,,100.0,Yes
692,Walpole Girls Lacrosse Inc,1941621,Walpole Girls Lacrosse Inc,,16 Lavender Ln,GIRL,0,825109799,,,Yes
693,Feminine Empowerment Movement Slam Fems,1941736,Feminine Empowerment Movement Slam Fems,,56 Forbes St Apt 2,WART,0,825384114,,,Yes
694,Girls Golf of New England Inc,1941812,Girls Golf of New England Inc,,412 MASSACHUSETTS AVE,GIRL,0,830491943,,,Yes
695,Women on the Rise New England Inc Women on the Rise New England,1942118,Women on the Rise New England Inc Women on the Rise New England,,7 Bruce St,WHSV,0,831267250,,,Yes
696,Shambhavi Weforshe Foundation Weforshe Fund,1942420,Shambhavi Weforshe Foundation Weforshe Fund,,273 W 3rd St,GEN,0,832028900,,,Yes
697,Hope for Women Org Inc,1942477,Hope for Women Org Inc,,170 Colonels Ln Apt 25,WINTL,0,832222216,,,Yes
698,Walpole Girls Field Hockey Inc,1942496,Walpole Girls Field Hockey Inc,,650 Washington Street,GIRL,0,832262248,,,Yes
699,Ahs Girls Basketball Boosters Inc,1942584,Ahs Girls Basketball Boosters Inc,,6 Teaberry Ln,GIRL,0,832464999,,,Yes
700,Gay Sons and Mothers Inc,1942666,Gay Sons and Mothers Inc,,535 Albany St 3rd FL,WHSV,0,832747099,,,Yes
701,Norwell Girls Softball Association Inc,1942673,Norwell Girls Softball Association Inc,,25 Highfield Ln,GIRL,0,832763587,,,Yes
702,Girls Empowered and Motivated Inc A Not for Profit Corporation,1942810,Girls Empowered and Motivated Inc A Not for Profit Corporation,,248 Highland St,GIRL,0,833323975,,,Yes
703,National Society of the Daughters of the American Revolution 1 094 MA Hannah Winthrop Chapter,1942847,National Society of the Daughters of the American Revolution 1 094 MA Hannah Winthrop Chapter,,PO Box 817,GEN,0,833469974,,,Yes
704,Neighborhood Birth Center,1942882,Neighborhood Birth Center,,5 Taylor Ter,WHLTH,0,833632901,,,Yes
705,Ethel Rose House of Refuge for Women and Children Inc,1943329,Ethel Rose House of Refuge for Women and Children Inc,,95 Willow St,WHSV,0,842055275,,,Yes
706,Young Sisters United Stephanie Quezada Sole Mbr,1943455,Young Sisters United Stephanie Quezada Sole Mbr,,9 Bartlet St,GEN,0,842500561,,,Yes
707,Greater Lawrence Italian Womens Club Inc,1943492,Greater Lawrence Italian Womens Club Inc,,26 Rutgers Rd,WSNW,0,842641670,,,Yes
708,Wellesley College Alumnae Association Sierra Wellesley Club,1943850,Wellesley College Alumnae Association Sierra Wellesley Club,,106 CENTRAL ST,WEDUC,0,880502451,,,Yes
709,General Federation of Womens Clubs of Massachusetts Inc Plymouth MA,1943920,General Federation of Womens Clubs of Massachusetts Inc Plymouth MA,,PO BOX 1508,WSNW,0,900440395,,,Yes
710,Sierra Leone Womans Movement in Massachusetts Inc,1944594,Sierra Leone Womans Movement in Massachusetts Inc,,1 SUNDERLAND STREET,WINTL,0,943447958,,,Yes
711,Marshfield Womenade Inc,1944876,Marshfield Womenade Inc,,18 AUNT LIZZIES LN,WHSV,0,1049015,,,Yes
712,Harvard Black Alumni Alumnae Society Inc,1945070,Harvard Black Alumni Alumnae Society Inc,,225 Franklin Street,WEDUC,0,10779185,,,Yes
713,Boston Womens Rugby Fc Corporation,1945194,Boston Womens Rugby Fc Corporation,,12 Stoneholm Street,GIRL,0,10961805,,,Yes
714,Wellesley College Alumnae Assoc 1982 Class,1945283,Wellesley College Alumnae Assoc 1982 Class,,106 Central Street,WEDUC,0,20412553,,,Yes
715,Franklin Girls Softball Association,1945307,Franklin Girls Softball Association,"Provide franklin girls a supervised, recreational & competitive softball program",PO Box 706,GIRL,0,20493656,,,Yes
716,Wellesley College Alumnae Association Vermont Wellesley Club,1945541,Wellesley College Alumnae Association Vermont Wellesley Club,,106 Central Street,WEDUC,0,30287938,,,Yes
717,LA Leche League International Inc Lll Addison County,1945546,LA Leche League International Inc Lll Addison County,,847 Washington St,WSNW,0,30302636,,,No
718,H U G S Foxboro Inc,1945646,H U G S Foxboro Inc,Assist victims of domestic voilence,PO Box 466,GV,0,30490897,,,Yes
719,Gloucester Fishermens Wives Memorial Inc,1945734,Gloucester Fishermens Wives Memorial Inc,,2 BLACKBURN CTR,WART,0,40010442,,,Yes
720,National Society of New England Women Essex Worcester Colony,1945735,National Society of New England Women Essex Worcester Colony,,2 ARBOR WAY,WADV,0,40294888,,,Yes
721,Womans Club of Fall River,1945740,Womans Club of Fall River,,73 Highland Ave,WPSB,0,41983380,,,Yes
722,Tas Sach Inc,1945762,Tas Sach Inc,No longer active,C/O ARCHDIOCESE OF BOSTON 66 BROOKS,WHLTH,0,42104868,,,Yes
723,Haverhill Young Womens Christian Association Inc,1945771,Haverhill Young Womens Christian Association Inc,"Part 1: to eliminate racism and empower women, in addition to promoting peace, justice, freedom and dignity. - Part 3: to eliminate racism and empower women and promoting peace, justice, freedom, and dignity for all.",38 LAWRENCE STREET,"WHSV,WSW",0,42105888,,,Yes
724,Unitarian Universalist Womens Federation,1945775,Unitarian Universalist Womens Federation,,258 Harvard Street 322,"WADV,WSW",0,42121343,,,Yes
