,EIN,Name,totcntrbgfts,totcntrbs
935,237177289,CATHOLIC DAUGHTERS OF AMERICA CT BLESSED THERESA THE LITTLE FLOWER 903 CT BLESSED THERESA,,
936,237177290,CATHOLIC DAUGHTERS OF THE AMERICAS 904 CT SANTA REGINA,,
937,237177296,CATHOLIC DAUGHTERS OF AMERICA 1093 CT BISHOP OLEARY 1093 CT BISHOP CLEARY,,
938,237178052,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTHERN CONNECTICUT WELLESLEY CLUB,,
939,237178521,WELLESLEY COLLEGE ALUMNAE ASSOC 1952 CLASS,,
940,237178572,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1946 CLASS,,
941,237178843,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 426 000 90000734 MALDEN MELROSE,,
942,237178922,WELLESLEY COLLEGE ALUMNAE ASSOC 1964 CLASS,,
943,237179005,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 430 000 90000735 MANCHESTER,,
944,237179138,WELLESLEY COLLEGE ALUMNAE ASSOC 1963 CLASS,,
945,237179154,WELLESLEY COLLEGE ALUMNAE ASSOC 1960 CLASS,,
946,237179202,WELLESLEY COLLEGE ALUMNAE ASSOC 1954 CLASS,,
947,237180155,WELLESLEY COLLEGE ALUMNAE ASSOC CLASS OF 1967,,
948,237180656,WELLESLEY COLLEGE ALUMNAE ASSOC 1957 CLASS,,
949,237181730,JORDAN HOSPITAL CLUB INC,211882.0,
950,237184114,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 696 000 90000958 SHARON STOUGHTO,,
951,237185247,WELLESLEY COLLEGE ALUMNAE ASSOC 1966 CLASS,,
952,237186938,WELLESLEY COLLEGE ALUMNAE ASSOC 1961 CLASS,,
953,237188238,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY IN PHOENIX,,
954,237189895,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 598 000 90000739 PORTLAND,,
955,237191894,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 091 000 90002424 BINGHAMTON,,
956,237191996,WELLESLEY COLLEGE ALUMNAE ASSOC 1971 CLASS,,
957,237194393,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 222 000 90001958 MERRIMACK VALLE,,
958,237195714,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB NORTHERN CALIFORNIA,,
959,237195790,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 575 000 90000738 SHALOM HADASSAH,,
960,237198323,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 761 000 90002429 SYRACUSE,,
961,237202418,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 621 000 90000957 SUBURBAN SOUTH,,
962,237204744,WELLESLEY COLLEGE ALUMNAE ASSOC ENGLEWOOD WELLESLEY CLUB,,
963,237211328,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 798 000 90002430 UTICA,,
964,237211788,WELLESLEY COLLEGE ALUMNAE ASSOC NEW HAMPSHIRE WELLESLEY CLUB,,
965,237211790,WELLESLEY COLLEGE ALUMNAE ASSOC WINCHESTER WELLESLEY CLUB,,
966,237211794,WELLESLEY COLLEGE ALUMNAE ASSOC NEW YORK CAPITAL DISTRICT,,
967,237211799,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF HOUSTON,,
968,237211800,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF SAN ANTONIO,,
969,237211802,WELLESLEY COLLEGE ALUMNAE ASSOC PITTSBURGH WELLESLEY CLUB,,
970,237211803,WELLESLEY COLLEGE ALUMNAE ASSOC MILWAUKEE WELLESLEY CLUB,,
971,237211804,WELLESLEY COLLEGE ALUMNAE ASSOC MINNESOTA WELLESLEY CLUB,,
972,237211805,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF PASADENA,,
973,237211806,WELLESLEY COLLEGE ALUMNAE ASSOC MIAMI WELLESLEY CLUB,,
974,237211807,WELLESLEY COLLEGE ALUMNAE ASSOC ST LOUIS WELLESLEY CLUB,,
975,237211808,WELLESLEY COLLEGE ALUMNAE ASSOC WESTERN MAINE WELLESLEY,,
976,237213564,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY ON LONG ISLAND,,
977,237214150,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1953 CLASS,,
978,237216457,WELLESLEY COLLEGE ALUMNAE ASSOC 1965 CLASS,,
979,237216460,WELLESLEY COLLEGE ALUMNAE ASSOC CINCINNATI WELLESLEY CLUB,,
980,237216462,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTHEASTERN PENNSYLVANIA WELLESLEY,,
981,237219032,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 09 638 000 90002420 ROCHESTER,,
982,237221480,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 397 000 90002396 LEOMINSTER HANN,,
983,237222844,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 217 000 90002425 ELMIRA,,
984,237229600,WELLESLEY COLLEGE ALUMNAE ASSOC 1972 CLASS,,
985,237229697,WELLESLEY COLLEGE ALUMNAE ASSOC 1950 CLASS,,
986,237233552,WELLESLEY COLLEGE ALUMNAE ASSOC 1969 CLASS,,
987,237237427,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 815 000 90000745 WATERVILLE,,
988,237239212,WELLESLEY COLLEGE ALUMNAE ASSOC EASTERN MAINE WELLESLEY CLUB,,
989,237239372,WELLESLEY COLLEGE ALUMNAE ASSOC RHODE ISLAND WELLESLEY CLUB,,
990,237240995,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF KENTUCKY,,
991,237244242,WELLESLEY COLLEGE ALUMNAE ASSOC 1970 CLASS,,
992,237258198,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 327 000 90000949 HULL,,
993,237268841,CATHOLIC DAUGHTERS OF THE AMERICAS 821 ST CLEMENTINE,,
994,237272323,CATHOLIC DAUGHTERS OF THE AMERICAS 943 JAMES F STANTON,,
995,237274169,BOSTON WOMENS HEALTH BOOK COLLECTIVE INC OUR BODIES OURSELVES,135066.0,
996,237278414,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 699 000 90000743 SHAWSHEEN VALLE,,
997,237280386,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 494 000 90000736 SOUTHERN NEW HA,,
998,237281145,58 501 000 90000953 NEW BEDFORD,,
999,237281175,BOSTON AREA CHAPTER OF THE RANDOLPH MACON WOMANS ALUMNAE ASSOC,,
1000,237288887,PREGNANCY SUPPORT SERVICES OF BERKSHIRE COUNTY INC,,16876.0
1001,237288887,PREGNANCY SUPPORT SERVICES OF BERKSHIRE COUNTY INC,,13841.0
1002,237290523,WELLESLEY COLLEGE ALUMNAE ASSOC 1968 CLASS,,
1003,237290741,CATHOLIC DAUGHTERS OF THE AMERICAS 1859 ST FRANCIS OF ASSISI,,
1004,237291402,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 241 000 90002426 FINGER LAKES,,
1005,237292130,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF CAPE COD,,
1006,237295964,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 398 000 90000732 LEWISTON AUBURN,,
1007,237300225,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC SOUTHERN DISTRICT PRESIDENT CLUB,,
1008,237300279,CATHOLIC DAUGHTERS OF AMERICA 910 COURT BISHOP CONATY 910,,
1009,237304064,WOMENS MENTAL HEALTH COLLECTIVE INC,54554.0,
1010,237313005,CATHOLIC DAUGHTERS OF AMERICA 476 COURT MATTAPAN 476,,
1011,237321988,SANCTA MARIA HOSPITAL WOMENS AUXIL SANCTA MARIA GIFT SHOP,,
1012,237322870,WELLESLEY COLLEGE ALUMNAE ASSOCIATION COLUMBUS WELLESLEY CLUB,,
1013,237322871,WELLESLEY COLLEGE ALUMNAE ASSOCIATION SACRAMENTO AREA WELLESLEY CLUB,,
1014,237333766,HOLYOKE HOSPITAL ALUMNAE ASSOCIATION,,
1015,237335912,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC HARTFORD,,
1016,237348929,NATL SOCIETY WOMEN DESCENDANTS OF THE ANCIENT AND HONORABLE ARTILLERY MASSACHUSETTS COURT OF ASSISTANTS,,
1017,237353086,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC WASHINGTON DC,,
1018,237354764,WELLESLEY COLLEGE ALUMNAE ASSOC 1955 CLASS,,
1019,237375415,WELLESLEY COLLEGE ALUMNAE ASSOC CE DS CLASS,,
1020,237376069,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC WESTCHESTER,,
1021,237391034,WELLESLEY COLLEGE ALUMNAE ASSOC 1974 CLASS,,
1022,237398663,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 542 000 90000954 NORWOOD WESTWOO,,
1023,237400263,NATIONAL SOCIETY UNITED STATES DAUGHTERS OF 1812 MASSACHUSSETTS STATE SOCIETY,,
1024,237405230,ATTLEBORO AREA BIRTH RIGHT INC,,
1025,237429849,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC MILFORD JUNIOR WOMANS CLUB,,
1026,237431252,CATHOLIC DAUGHTERS OF AMERICA 2112 COURT MOTHER SETON 2112,,
1027,237506429,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 114 BARRE ASSEMBLY,,
1028,237506432,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 61 BILLERICA ASSEMBLY,,
1029,237507236,INTERNATIONAL ORDER OF THE RAINBOW GIRLS SUPREME ASSEMBLY 20 BROCKTON,,
1030,237507239,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 74 EAST LONGMEADOW ASSEMBLY,,
1031,237507243,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 47 SANDRA J MARSHALL,,
1032,237507248,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 39 HAVERHILL,,
1033,237507250,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 85 HOLDEN ASSEMBLY,,
1034,237507254,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 37 LEXINGTON ASSEMBLY,,
1035,237507269,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 86 PLYMOUTH ASSEMBLY,,
1036,237507271,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 33 SAUGUS ASSEMBLY,,
1037,237507274,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 72 SPENCER,,
1038,237507284,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 79 W SPRINGFIELD ASSEMBLY,,
1039,237564639,CATHOLIC DAUGHTERS OF AMERICA 318 CT IRMA 318,,
1040,237564665,CATHOLIC DAUGHTERS OF AMERICA 1753 CT FATHER WILLIAM GRACE 1753,,
1041,237584663,NATIONAL SOCIETY DAUGHTERS OF FOUNDERS AND PATRIOTS OF AMERICA MASSACHUSETTS CHAPTER NSDFPA,,
1042,251351918,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PITTSBURGH,,
1043,260066788,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2003 CLASS,,
1044,260170684,HAGARS SISTERS INC,1094305.0,
1045,260352690,CURE DIABETES INC,,
1046,260367118,OUR SISTERS SCHOOL INC,2893167.0,
1047,260413943,THE HONORABLE TINA BROZMAN FOUNDATION INC,2765567.0,
1048,260453775,ELLEN JOHNSON SIRLEAF MARKET WOMENSFUND,,0.0
1049,260572244,WOODS HOLE WOMANS CLUB CHARITABLETRUST,,
1050,260752782,1ST LIEUTENANT DEREK HINES SOLDIERSASSISTANCE FUND INC,,22704.0
1051,260767539,WOMEN OF FISHING FAMILIES,,
1052,260819432,TRUE NORTH HOLISTIC CENTER AND RETREAT HOUSE INC,,
1053,260878742,BERKSHIRE WOMEN FOR WOMEN WOLDWIDEINC,,
1054,260903345,SPRINGFIELD DOMESTIC VIOLENCECENTER,,
1055,261145316,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2006 CLASS OF,,
1056,261224102,GIRLS WITH A CAUSE INCORPORATED,,
1057,261301703,SUSAN B ANTHONY BIRTHPLACE MUSEUM INC,,
1058,261374016,TEWKSBURY HIGH GIRLS BASKETBALL BOOSTER CLUB,,16345.0
1059,261432831,NORTHBOROUGH SOUTHBOROUGH GIRLS LACROSSE INC,,
1060,261443101,FACE AFRICA,261303.0,126258.0
1061,261626249,GIRL TALK THEATRE INC,,
1062,261654979,LADY RAIDERS,,
1063,261768189,CAPE COD GIRLS SOFTBALL LEAGUE,,
1064,261905452,THE MARANYUNDO INITIATIVE INC,1035435.0,
1065,262008030,RAZIAS RAY OF HOPE FOUNDATION,1181938.0,
1066,262111452,SACRED THREADS A CENTER FOR SPIRITUALITY AND HEALING SACRED THREADS CENTER,,70858.0
1067,262267147,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2008 CLASS OF,,
1068,262546195,GREATER WESTBOROUGH FOUNDATION FOR WOMEN AND CHILDREN INC,,
1069,262601882,MASSACHUSETTS PROTECTIVE MOTHERS FOR CUSTODIAL JUSTICE,,
1070,262745008,MOTHER BROOK COMMUNITY GROUP,,
1071,262765471,EDUCATED LADIES EMPOWERED TO CHANGE,,
1072,262777362,METROWEST WOMENAID,,
1073,263064664,BECAUSE OF JESUS MINSTRIES WOMEN OF THE WORD,,
1074,263100887,ANNIKA FOUNDATION,793089.0,
1075,263108444,CREW BOSTON EDUCATIONAL FOUNDATION INC,,3181.0
1076,263168663,DRESS FOR SUCCESS WORCESTER INC,190086.0,
1077,263168663,DRESS FOR SUCCESS WORCESTER INC,255292.0,
1078,263185181,WOMEN OF PURPOSE INTL,75659.0,
1079,263252687,GIRLS ANGLE INC,,97536.0
1080,263252687,GIRLS ANGLE INC,,37254.0
1081,263322857,HEAPS OF HOPE,,21668.0
1082,263327795,WOMENS ACTION INITIATIVE,,
1083,263342263,WOMENADE BOSTON INC,,26681.0
1084,263544775,CONSONE ACADEMY INC,,
1085,263640972,MALEK GIRLS INTERNATIONAL INC,,
1086,263682581,INFLAMMATORY BREAST CANCER NEW ENGLAND REGION INC,,
1087,263695198,WEST END HOUSE GIRLS CAMP INC,222628.0,
1088,263702641,FRAMINGHAM ECLIPSE GIRLS SOFTBALL INC ECLIPSE FASTPITCH,,
1089,263738750,RUBIA,,6241.0
1090,263738750,RUBIA,,9202.0
1091,263738750,RUBIA,,10016.0
1092,263759989,BOLTON WALKERS JUST CAUSE,,
1093,263789692,DOLLY ST GERMAIN MIRACLE MOM FOUNDATION,,
1094,263857040,ESCENA LATINA TEATRO INC,,
1095,263918051,BOSTON INITIATIVE TO ADVANCE HUMAN RIGHTS INC,,
1096,264005985,FRIENDS OF CC GIRLS LACROSSE,,15300.0
1097,264053503,AMERICAN WOMEN FOUNDATION,,
1098,264094393,WOMENS HEALTH EXCHANGE INC,,
1099,264157893,WESTBOROUGH GIRLS LACROSSE ASSOCIATION INC,,
1100,264217039,NAZARETH ACADEMY INC,,
1101,264281119,SOUTH BOSTON GIRLS SOFTBALL INC,,
1102,264296182,LIMITLESS HORIZONS IXIL INC,1110262.0,
1103,264313758,TIANA ANGELIQUE NOTICE FOUNDATION,,
1104,264335571,SUNDERLAND WOMANS CLUB,,
1105,264369180,CARE 2 COMMUNITIES INC,707209.0,
1106,264369238,SHARE HELP EMPOWER NETWORK INC AKA SHE NETWORK INC,,
1107,264385991,MEDFORD YOUTH GIRLS SOFTBALL INC,,3400.0
1108,264428879,NEW BABY BUNDLES INC,,
1109,264480563,CHURCH WOMEN UNITED CAPE COD,,
1110,264558073,COMMUNITY LENDING CORPORATION,,
1111,264566590,NEW ENGLAND WOMEN IN ENERGY AND THE ENVIRONMENT INC,,0.0
1112,264566590,NEW ENGLAND WOMEN IN ENERGY AND THE ENVIRONMENT INC,,4750.0
1113,264595124,MY GIRLS GALA INC,,
1114,264662462,LINDA SUNDELL MEMORIAL FUND,,2500.0
1115,270009474,LA LECHE LEAGUE INTERNATIONAL INC LLL WAKEFIELD ID 691,,
1116,270069946,WOMENS HEALTH ON ALERT INC,,
1117,270140775,MEDFIELD GIRLS HOCKEY INC,,
1118,270181615,MASSACHUSETTS ASSOCIATION FOR INFANT MENTAL HEALTH,,
1119,270182456,MASS FRENZY INC,,0.0
1120,270583126,NEW WOMENS CENTER,,
1121,270605707,PROVINCETOWN CARES INC,,
1122,270674527,BMW GIRLS ICE HOCKEY,,
1123,270699714,LES DAMES D ESCOFFIER NEW ENGLAND INC,,
1124,270717805,GAILA FUND FOR WOMEN WITH CANCER,,
1125,270849884,NEW BIRTH BAPTIST CHURCH NEW BIRTH BAPTIST CHURCH,,
1126,270998176,NASHOBA GIRLS LACROSSE INC,,
1127,271214049,AMIRAH INC,1140738.0,
1128,271581674,KOMERA INC,997717.0,
1129,271595793,WAM THEATRE,,
1130,271700187,TANNER TA TA FOUNDATION INC,,
1131,271754284,NATIONAL CHARITY LEAGUE INC WELLESLEY CHAPTER,,45085.0
1132,271783258,HEART HEALTH FOR TODAYS WOMEN INC,,
1133,271793688,LORIS BREAST FRIENDS,,114.0
1134,271847569,WOMEN ACTION AND THE MEDIA CORP,,
1135,272062721,DAY BEFORE BIRTH INC,,
1136,272204294,DREAM BIG INC DREAM BIG,495436.0,
1137,272269420,JANE BATTAGLIA FIGHT FOR BREAST CANCER,,
1138,272336700,CANCER FREE KIDS INC,,
1139,272344159,FAMILIES UNITED SERVING AND EMBRACING,,68087.0
1140,272371435,GIRLS ROCK CAMPAIGN BOSTON,144342.0,
1141,272445885,ANGELS VOICE ORPHANAGE,,
1142,272472834,LIVE FOR LIV FOUNDATION,,
1143,272760538,LA ESPERANZA THE HOPE OF THE PIONEER VALLEY INC,,
1144,272788191,BREAST FRIENDS CONNECTION INC,,
1145,272866235,UMOJA UASO WOMENS FUND INC,,
1146,272906965,HINGHAM GIRLS VOLLEYBALL INC,,0.0
1147,272906965,HINGHAM GIRLS VOLLEYBALL INC,,0.0
1148,272906965,HINGHAM GIRLS VOLLEYBALL INC,,0.0
1149,272911776,PROSPERITY CATALYST INC,1410295.0,
1150,272966708,ALL GIRLS ALLOWED INC,900043.0,
1151,273210409,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 60 NEWTON,,
1152,273246065,BOSTON SISTERS OF THE CONVENT OF THE COMMONWEALTH,,
1153,273350613,ABUNDANT HOPE PREGNANCY RESOURCE CENTER INC,251757.0,
1154,273388723,WOMENS CLUB OF CHATHAM,,13137.0
1155,273487246,AMERICAN ASSOCIATION FOR ARAB WOMEN,,
1156,273509519,SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON BLESSED MOTHER TERESA CONFERENCE,,
1157,273614882,HOW HOUSE,,154573.0
1158,273638881,BELLINGHAM GIRLS LACROSSE BOOSTER CLUB,,
1159,273679760,MARBLEHEAD YOUTH LACROSSE GIRLS,,
1160,273697859,MY MOTHERS HEART INC,,
1161,273705631,WERE ONE WILMINGTON INC,,8415.0
1162,273707155,WELLESLEY COLLEGE ALUMNAE ASSOCIATION ALUMNAE OF AFRICAN DESCENT,,
1163,273736018,HOPEDALE YOUTH GIRLS SOFTBALL ASSOCIATION,,
1164,273757543,PLYMOUTH 400 INC,240701.0,
1165,273765932,HE ALSO HAD 5 DAUGHTERS JILL MCLEAN TAYLOR MEMORIAL SCHOLARSHIP,,
1166,273906102,DYHS GIRLS HOCKEY BOOSTER INC,,0.0
1167,273951808,RACHEL AND LILLIAN ROSE FOUNDATION,,
1168,273953351,BELOW THE BELT WOMENS CANCER OUTREACH INC,,15840.0
1169,273953351,BELOW THE BELT WOMENS CANCER OUTREACH INC,,12826.0
1170,274100108,ONE WAY TREATMENT,,
1171,274285274,PATTISTRONG FOUNDATION,,
1172,274494616,EMPOWER WOMEN IN AFRICA,,
1173,274516245,GIRLS LEADERSHIP ORGANIZED WOMEN INC,,
1174,274750550,FRIENDS OF BARNSTABLE HIGH SCHOOL GIRLS ICE HOCKEY,,
1175,274752088,WELLESLEY COLLEGE ALUMNAE ASSOC CLASS OF 2011,,
1176,274780666,PRETTY IN PINK INC,,
1177,274857745,TOUGH WARRIOR PRINCESSES,,131019.0
1178,274980664,MY MOTHERS HOUSE INC,,
1179,275091443,DIAMOND GIRLS BOSTON,,
1180,275346110,WOMENS INTEGRATIVE NETWORK INC,,
1181,275426948,RUN FOR FAITH INC,,
1182,277120765,HELEN GEE CHIN SCHOLARSHIP FOUNDATION,,141251.0
1183,300063439,LEXINGTON HIGH GIRLS HOCKEY BOOSTER CLUB,,
1184,300082690,CLOSE TO HOME DOMESTIC VIOLENCE PREVENTION INITIATIVE INC,,
1185,300113840,888 WOMENS HISTORY PROJECT INC,,
1186,300141317,AUBURN WOMANS CLUB INC,,0.0
1187,300222843,THEYELLOWUMBRELLA ORG INC,,
1188,300254355,ARMENIAN WOMENS WELFARE ASSOCIATION INC,8460.0,
1189,300290304,MULTICULTURAL RESOURCES CENTER FOR WOMEN AND FAMILIES INCORPORATED,,
1190,300382196,BLUE STAR MOTHERS OF AMERICA INC 2 EASTERN MA CHAPTER,,
1191,300392250,ST CATHERINES VISION INC,,
1192,300570759,INTERNATIONAL MONUMENT TO HONOR ABUSED WOMEN FOUNDATION,,
1193,300577150,NATIONAL SOCIETY DAUGHTERS OF THE AMERICAN REVOLUTION CAPT JOSHUA GRAY JONATHAN HATCH,,
1194,300692291,INTERNATIONAL ORDER RAINBOW GIRLS GARNDER 83,,
1195,300747986,THE JOURNEY TO PARENTHOOD FOUNDATION INC,,
1196,300751988,HOPE AND FRIENDSHIP METASTATIC BREAST CANCER FOUNDATION INC,,
1197,300781498,DAUGHTERS OF MARY OF NAZARETH INC,445119.0,
1198,301268481,NEEDHAM GIRLS BASKETBALL,,
1199,310988722,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1960 CLASS OF,,
1200,311598011,NEW ENGLAND WOMEN MINISTERS ASSOCIATION INC,,
1201,311710758,WOMEN IN SANCTIFIED HOMES INC,,
1202,311777179,WE CAN CORPORATION,1006051.0,
1203,311802796,DUXBURY GIRLS YOUTH BASKETBALL INC,,0.0
1204,316036388,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CENTRAL OHIO,,
1205,320017848,OPERATION FRIENDSHIP OF AMERICA INC GRAFTON CHAPTER OF OFA,,
1206,320017849,OPERATION FRIENDSHIP OF AMERICA INC PALMER CHAPTER OFA,,
1207,320018170,DEDHAM GIRLS SOFTBALL LEAGUE,,
1208,320063833,WOMEN IN AVIATION INTERNATIONAL ATLANTIC AVIATIORS CHAPTER,,
1209,320105257,CHARLTON SOFTBALL ASSOCIATION,,6583.0
1210,320124344,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2004 CLASS,,
1211,320243176,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2008 CLASS,,
1212,320281093,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2009 CLASS,,
1213,320294085,HINGHAM GIRL SCOUT HOUSE INC,,
1214,320296846,SOCIETY OF WOMEN ENGINEERS TUFTS UNIVERSITY SWE SECTION,,
1215,320300652,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC BLACKSTONE VALLEY WOMENS CLUB,,
1216,320390494,ASIAN WOMEN FOR HEALTH INC,294576.0,
1217,320390494,ASIAN WOMEN FOR HEALTH INC,487207.0,
1218,320609287,MASSACHUSETS COALITION OF TAFT HARTLEY TR FUNDS LABOR HEALTH AND FI,,0.0
1219,320621838,MARSHFIELD HIGH SCHOOL GIRLS SOCCER,,
1220,330998957,METROSOUTH OBSTETRICS AND GYNECOLOGY INC,,0.0
1221,331091564,PASCH INC,,
1222,331187037,BLUE STAR MOTHERS OF AMERICA INC MA 3 BLUE STAR MOTHERS OF CENTAL MA,,
1223,341993332,SHEROES WOMEN ASSOCIATION NETWORK,,
1224,346600106,WELLESLEY COLLEGE ALUMNAE ASSOC CLEVELAND WELLESLEY CLUB,,
1225,352206518,TEWKSBURY GIRLS BASKETBALL LEAGUE INC,,0.0
1226,352222308,BREAST FORM FUND,,
1227,352258655,SHREWSBURY WOMANS CLUB,,
1228,352303488,MOTHER ON A MISSION INC,,
1229,362931029,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CHICAGO,,
1230,363219943,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1974 CLASS OF,,
1231,363621115,SIGMA DELTA EPSILON GRADUATE WOMEN IN SCIENCE INC ALPHA OMEGA CHAPTER,,
1232,364483980,ASIAN UNIVERSITY FOR WOMEN AUW SUPPORT FOUNDATION,12423768.0,
1233,364556393,MOTHERS MORNING OUT INC,,
1234,364574836,FEMINISTS AGAINST ACADEMIC DISCRIMINATION INC,,
1235,364675012,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS 2010,,
1236,364709330,FRIENDS OF CONCORD CARLISLE GIRLS SOCCER,,14700.0
1237,364725293,DUDLEY WOMANS CLUB,,
1238,364726957,CHRISTINAS HOUSE INCORPORATED,559868.0,
1239,364952437,DRACUT GIRLS SOFTBALL ASSOCIATION,,
1240,364958711,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2019 CLASS OF MOUNT HOLYOKE COLLEGE,,
1241,366097925,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CHICAGO WELLESLEY CLUB,,
1242,371545493,COMMUNITY OUTREACH COMMITTEE INC,,
1243,371642159,DAUGHTERS OF ST PAUL INC DEFINED BENFIT PENSION PLAN TR,,
1244,371846051,DAUGHTERS OF ST PAUL COMMUNITY FOUNDATION INC,,
1245,371948314,ASIAN AMERICAN WOMENS POLITICAL INITIATIVE INC,294729.0,
1246,381984945,WELLESLEY COLLEGE ALUMNAE ASSOC 1959 CLASS,,
1247,382171061,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC DETROIT,,
1248,382211169,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC ANN ARBOR,,
1249,383847754,COLLEGE HOCKEY AMERICA INC,17830.0,
1250,383861003,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA HADASSAH NORTH EAST,,
1251,383915811,MASCONOMET GIRLS SOCCER ASSOCIATION INC MASCO GIRLS SOCCER BOOSTERS,,
1252,384026721,HINGHAM GIRLS SOFTBALL INC,,
1253,384087274,GIRL SECURITY,1190007.0,
1254,386090231,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTH EASTERN MICHIGAN WELLESLEY CB,,
1255,386107921,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1956 CLASS,,
1256,391897280,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MILWAUKEE INFORMAL GROUP,,
1257,412073980,SISTERS OF THE EUCHARISTIC HEART OF JESUS,,
1258,412096715,EMPOWER DALIT WOMEN OF NEPAL INC,,
1259,412102829,KAREN AND LAURA LEGACY FUND INC,,
1260,412150162,GREEN RIVER DOULA NETWORK INC,,
1261,412205733,HOPE IN BLOOM INC,,13124.0
1262,421347648,CONCERNED UNITED BIRTHPARENTS INC BOSTON CUB,,8054.0
1263,421591772,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 367 000 90002048 UPPER VALLEY,,
